slug,category,title,path,summary_hint
bolero,world,§bolero,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/bolero.md,"Bolero is the Latin American romantic ballad tradition, born in Santiago de Cuba in the last quarter of the 19th century from the trova movement of wandering guitar-playing troubadours. The genre has no connection to the Spanish orchestral bolero of the same name -- Cuban bolero is intimate, guitar-"
bollywood,world,§bollywood,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/bollywood.md,"Bollywood music — formally known as filmi music — is the song-driven soundtrack tradition of Hindi-language cinema produced in Mumbai (historically Bombay). It began in 1931 with India's first sound film *Alam Ara*, directed by Ardeshir Irani, which featured seven songs sung live on set by actors. T"
bongo-flava,world,§bongo-flava,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/bongo-flava.md,"Bongo Flava emerged in Dar es Salaam, Tanzania, during the early 1990s as young artists began rapping in Swahili over American hip-hop instrumentals. The genre's origin is often traced to 1991, when Saleh Jabeh (Saleh J) rapped in Swahili over the instrumental of Vanilla Ice's ""Ice Ice Baby"" -- the "
bossa-nova,world,§bossa-nova,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/bossa-nova.md,"Bossa Nova is a sophisticated Brazilian music genre that emerged in the late 1950s Rio de Janeiro, blending the rhythmic foundations of samba with jazz harmonies, complex chords, and subtle vocal delivery. The genre was born from informal gatherings in apartments of Rio's affluent Zona Sul neighborh"
calypso,world,§calypso,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/calypso.md,"Calypso is a musical genre that originated in Trinidad and Tobago in the early-to-mid 19th century, rooted in the West African kaiso tradition brought to the Caribbean by enslaved peoples. French planters who arrived in Trinidad from the French Antilles in the 18th century brought Carnival, and caly"
chanson,world,§chanson,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/chanson.md,"Chanson — literally ""song"" in French — refers to a tradition of French-language vocal music that places literary lyrics, melodic sophistication, and emotional delivery at its center. The genre's modern roots trace to the Parisian café-concert and cabaret culture of the late 19th century, where perfo"
cumbia,world,§cumbia,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/cumbia.md,"Cumbia originated on Colombia's Caribbean coast, in the Momposina region along the Magdalena River delta between Barranquilla and Cartagena, as a courtship dance among Afro-Colombian and Indigenous communities during the colonial era. The music fused three distinct cultural streams: West African per"
dancehall,world,§dancehall,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/dancehall.md,"Dancehall is a Jamaican popular music genre that emerged in the late 1970s and crystallized in the early 1980s as a distinct departure from roots reggae. Born in Kingston's inner-city sound system culture, dancehall stripped away reggae's heavy instrumentation in favor of sparse, synthesizer-driven "
dub,world,§dub,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/dub.md,"Dub is a production-driven genre that originated in Kingston, Jamaica during the late 1960s and early 1970s, born from the practice of creating instrumental ""versions"" of reggae tracks for sound system DJs and toasters. What began as simply stripping vocals from existing recordings became a radical "
fado,world,§fado,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/fado.md,"Fado is a Portuguese vocal music tradition traceable to the 1820s in Lisbon, rooted in the working-class neighborhoods of Alfama, Mouraria, and Bairro Alto. The genre emerged from taverns and port-side gathering places, drawing on a blend of Afro-Brazilian song forms, local folk traditions, and the "
flamenco,world,§flamenco,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/flamenco.md,"Flamenco is an art form rooted in the Andalusian region of southern Spain, shaped over centuries by the Romani (gitano) communities who settled there alongside Moorish, Sephardic Jewish, and indigenous Andalusian populations. The genre emerged from this cultural collision -- Roma migrants who arrive"
ghazal,world,§ghazal,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/ghazal.md,"The ghazal is a poetic and musical form originating in 7th-century Arabic poetry, evolving from the qasida (a long-form ode praising rulers) into a shorter, more intimate expression of love, loss, and longing. The form traveled from Arabia to Persia, where poets such as Hafiz (1315-1390), Rumi (1207"
highlife,world,§highlife,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/highlife.md,"Highlife is the foundational popular music genre of West Africa, originating in coastal Ghana (then the Gold Coast) in the late 19th and early 20th centuries. The genre emerged from a collision of local Akan musical traditions -- particularly Fante osibisaba rhythms and Ashanti percussion -- with th"
indian-classical,world,§indian-classical,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/indian-classical.md,"Indian classical music is one of the oldest continuous musical traditions in the world, with theoretical foundations traced to the Vedic texts (circa 1500 BCE) and the Natyashastra, Bharata Muni's treatise on performing arts composed between 200 BCE and 200 CE. The tradition is organized around two "
juju,world,§juju,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/juju.md,"Juju is a Yoruba popular music genre that originated in Lagos, Nigeria, in the 1920s and 1930s. The genre grew out of palm wine music -- the syncretic acoustic guitar tradition of West African port cities -- fused with Yoruba vocal aesthetics, praise-singing traditions, and indigenous percussion. Tu"
klezmer,world,§klezmer,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/klezmer.md,"Klezmer is the instrumental musical tradition of the Ashkenazi Jews of Central and Eastern Europe, with professional roots stretching back to medieval Germany. The word ""klezmer"" derives from the Hebrew ""kley zemer"" (instruments of song), and by the 15th-16th centuries, itinerant klezmer musicians -"
kuduro,world,§kuduro,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/kuduro.md,"Kuduro is a high-energy electronic dance music genre that originated in Luanda, Angola, in the late 1980s during the country's brutal civil war. The genre began when producers started mixing African percussion samples with zouk beton (""hard"" zouk) from the French Caribbean, soca rhythms, and Europea"
kwaito,world,§kwaito,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/kwaito.md,"Kwaito is a South African music genre that emerged from the townships of Johannesburg, particularly Soweto, in the early 1990s. Its birth coincided with the end of apartheid and the beginning of Nelson Mandela's presidency in 1994, making it the soundtrack of a newly free generation. The genre's cre"
latin-trap,world,§latin-trap,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/latin-trap.md,"Latin trap is a Spanish-language evolution of Atlanta-born trap music that emerged from Puerto Rico's reggaeton scene in the mid-2010s and rapidly became one of the most commercially dominant forces in Latin music. The genre's earliest roots trace to 2007, when Puerto Rican reggaeton artists Arcange"
latin,world,§latin,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/latin.md,"Latin music is a vast musical ecosystem rooted in the rhythmic traditions of Spanish, Portuguese, and African cultures across the Americas. The genre's foundation lies in the clave - a five-note rhythmic pattern that underlies Cuban son, salsa, and countless derivatives - but Latin music extends far"
lovers-rock,world,§lovers-rock,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/lovers-rock.md,"Lovers rock is a romantic subgenre of reggae that originated in London's Black British Caribbean community in the mid-1970s, making it one of the few reggae styles born outside Jamaica. The genre emerged when young British-Caribbean producers and artists -- many of them women -- began crafting smoot"
mambo,world,§mambo,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/mambo.md,"Mambo is a Cuban-born big-band dance music that emerged in the late 1930s from the syncopated final section of the danzon and exploded into an international phenomenon in the late 1940s and 1950s. The genre's roots trace to the charanga orchestra Arcano y sus Maravillas, whose cellist and arranger I"
mbalax,world,§mbalax,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/mbalax.md,"Mbalax is the dominant popular music of Senegal and the Gambia, built on the polyrhythmic foundation of sabar drumming from the Wolof people. The genre emerged in urban Dakar in the early 1970s when Senegalese musicians began fusing indigenous rhythmic traditions with the imported sounds that had do"
merengue,world,§merengue,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/merengue.md,"Merengue is the national music and dance of the Dominican Republic, with roots stretching back to the mid-19th century. The earliest documented merengue, ""Juana Quilina,"" dates to 1855 and is attributed to Juan Bautista Alfonseca. The genre emerged from the fusion of African drumming traditions (car"
qawwali,world,§qawwali,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/qawwali.md,"Qawwali is a form of Sufi devotional music originating in the Indian subcontinent during the 13th century. The word derives from the Arabic ""qaul"" (utterance), and the tradition is attributed to Amir Khusrau (1253-1325), a poet, musician, and spiritual disciple of the Sufi saint Hazrat Nizamuddin Au"
reggae,world,§reggae,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/reggae.md,"Reggae is Jamaica's most influential musical export, a genre that transformed global popular music while serving as a vehicle for profound social commentary, spiritual expression, and cultural resistance. Emerging in Kingston in the late 1960s, reggae evolved from the accelerated rhythms of ska (196"
reggaeton,world,§reggaeton,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/reggaeton.md,"Reggaeton is a Latin urban music genre rooted in Puerto Rico's underground scene of the early 1990s, though its prehistory traces to Panama where artists like El General and Nando Boom first recorded Spanish-language vocals over Jamaican dancehall riddims in the late 1980s. The genre's rhythmic back"
rocksteady,world,§rocksteady,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/rocksteady.md,"Rocksteady is the transitional Jamaican genre that bridged the gap between ska and reggae, flourishing during a brief but intensely creative period from roughly 1966 to 1968. As ska's frantic tempos slowed under the influence of American soul and R&B flooding Jamaican radio waves, musicians discover"
roots-reggae,world,§roots-reggae,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/roots-reggae.md,"Roots reggae is the spiritually-driven core of Jamaican reggae music, emerging in the early 1970s as artists channeled the Rastafari movement's philosophical and theological framework into deeply conscious songwriting. Rooted in Kingston's communities, it grew from the rocksteady era's rhythmic inno"
samba,world,§samba,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/samba.md,"Samba emerged in the early twentieth century from the Afro-Brazilian communities of Rio de Janeiro, forged by formerly enslaved Bahians who settled in the port-area neighborhoods known as ""Little Africa"" after abolition in 1888. These communities fused West African drumming traditions, Portuguese me"
schlager,world,§schlager,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/schlager.md,"Schlager is a genre of popular music rooted in German-speaking Europe, with origins traceable to Viennese operetta and light entertainment music of the late 19th century. The term itself was first applied to music in an 1867 review of Johann Strauss II's *The Blue Danube* in the Wiener Fremden-Blatt"
ska,world,§ska,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/ska.md,"Ska originated in Jamaica in the late 1950s, emerging from Kingston's sound system culture as musicians fused American rhythm and blues, jazz, and the island's indigenous mento folk music into something entirely new. Producers and sound system operators like Clement ""Coxsone"" Dodd and Duke Reid bega"
soca,world,§soca,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/soca.md,"Soca (soul of calypso) is a music genre that originated in Trinidad and Tobago in the early 1970s, created by calypsonian Lord Shorty (later Ras Shorty I) as a deliberate effort to revitalize calypso, whose popularity among younger Trinidadians was declining in the face of Jamaican reggae and Americ"
soukous,world,§soukous,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/soukous.md,"Soukous is a guitar-driven dance music genre that originated in the Democratic Republic of the Congo (formerly Zaire) and the Republic of the Congo during the early 1960s. The genre evolved directly from Congolese rumba, which itself emerged in the 1940s and 1950s when Congolese musicians in Leopold"
tango,world,§tango,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/tango.md,"Tango originated in the working-class neighborhoods of Buenos Aires and Montevideo in the late 1880s and 1890s, born from the collision of African candombe, Cuban habanera, Spanish-Italian immigrant music, and the milonga of the Río de la Plata pampas. The early tango -- called tango orillero or tan"
tropicalia,world,§tropicalia,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/tropicalia.md,"Tropicalia (Tropicalismo) erupted in Brazil between 1967 and 1968 as a radical cultural movement that fused Brazilian popular music with psychedelic rock, avant-garde composition, and countercultural defiance. The movement emerged from a group of Bahian musicians — primarily Caetano Veloso, Gilberto"
